Código;DESCRIÇÃO;Saldo ideal;Und.;Origem;1º bimestre;2º bimestre;3º bimestre;4º bimestre;5º bimestre;6º bimestre;TOTAL;desc red;;;;;;;;;;;;;;;;;;;
31411;GRAXA azul para rolamentos KG;R$ 49.954,00;KG;NUAL;R$ 0,00;R$ 46,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 46,00;GRAXA AZUL;;;;;;;;;;;;;;;;;;;
31437;"COLCHÃO PARA CAMA PRÉ-PARTO/PARTO/PÓS-PARTO, Aplicação: Colchão utilizado para camas de Pré-parto/parto/pós-parto, Material: Espuma de Poliuretano, Tamanho: Medidas: 85 cm x 140 cm (dorso) com abertura de 50cm x 25cm; 85 cm x 35cm com extensão em parte mediana para encaixe de 50cm x 25cm; e 10cm de espessura, Características: Colchão para camas da marca FANEM modelo MP-7097. Referencia: FANEM 400.204.600, Processo de esterilização: Não aplicado, Forma de apresentação: Conjunto de colchão bipartido para posição de parto, Prazo de validade: Não aplicado, Unidade de estoque: Conjunto. ";R$ 50.000,00;CJ;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;COLCHÃO PARA CAMA PRÉ-PARTO/PARTO/PÓS-PARTO;;;;;;;;;;;;;;;;;;;
31438;"CAPA DE COLCHÃO PARA CAMA PRÉ-PARTO/PARTO/PÓS-PARTO, Aplicação: Capa utilizada nos colchões das camas de Pré-parto/parto/pós-parto, Tamanho: Medidas: 85 cm x 140 cm (dorso) com abertura de 50 cm x 25cm; 85cm x 35cm com extensão em parte mediana para encaixe de 50cm x 25cm; e 10cm de espessura, Características: Colchão para camas da marca FANEM modelo MP-7097. Referencia: FANEM 400.230.600, Processo de esterilização: Não aplicado, Forma de apresentação: Conjunto de capa para colchão bipartido. Prazo de validade: Não aplicado, Unidade de estoque: Conjunto.";R$ 50.000,00;CJ;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CAPA DE COLCHÃO PARA CAMA PRÉ-PARTO/PARTO/PÓS-PARTO;;;;;;;;;;;;;;;;;;;
31526;Pinça dissecção com dente de rato 25 cm;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Pinça dissecção com dente de rato 25 cm;;;;;;;;;;;;;;;;;;;
31527;PINÇA BABCOCK, Aplicação: Apreensão de tecidos.Material: Aço inoxidável AISI Tamanho: 240 mm/, Características adicionais: As pontas deverão ser bem delicadas, com bom acabamento, de modo a atender a finalidade a qual se destina. A peça não deverá apresentar buracos, frestas ou folga no encaixe. A cremalheira deverá ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade. O funcionamento geral da peça deverá ser suave, sem raspar no encaixe, sem machucar os dedos. O polimento deverá ser o mais perfeito possível, naturalmente compatível com a aplicação que destina o instrumento. O tratamento térmico deverá ser integral a fim de conferir às peças a dureza e flexibilidades necessárias ao seu desempenho.  Cada peça deverá ter uma gravação a laser com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual.Processo de esterilização:Não estéril, Forma de apresentação:  Unidade,Prazo de validade: Indeterminado.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;PINÇA BABCOCK;;;;;;;;;;;;;;;;;;;
31528;"PORTA AGULHA MAYO HEGAR SEM VÍDEA, Aplicação: Fixação da agulha em sutura de tecidos, Material: Aço inoxidável AISI, Tamanho: 200 mm, Características: As pontas deverão ser bem delicadas, com bom acabamento. A peça não deverá apresentar buracos, frestas ou folga no encaixe. A cremalheira deverá ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade. O funcionamento geral da peça deverá ser suave, sem raspar no encaixe, sem machucar os dedos e o polimento deverá ser o mais perfeito possível, naturalmente compatível com a aplicação a qual se destina o instrumento. Quando se tratar de porta-agulha com pastilha de tungstênio:- a junção entre a pastilha e o porta-agulha não deverá apresentar poros, nem falhas;- a pastilha de tungstênio não poderá descolar do porta-agulha com facilidade; - apresentar os anéis dourados para identificar que se tratam de porta-agulha com pastilha de tungstênio.  Cada peça deverá ter uma gravação a laser com clara identificação do fabricante e código / lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual, Processo de esterilização: Não estéril, Forma de apresentação: Unidade, Prazo de validade: Indeterminado.";R$ 48.998,60;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.001,40;R$ 1.001,40;;;;;;;;;;;;;;;;;;;;
31532;"PORTA AGULHA RYDER, Aplicação: Sutura microvascular, Material: Aço inoxidável AISI, Tamanho: 180 mm,  Características Adicionais  : As pontas deverão ser bem delicadas, com bom acabamento. A peça não deverá apresentar buracos, frestas ou folga no encaixe. A cremalheira deverá ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade. O funcionamento geral da peça deverá ser suave, sem raspar no encaixe, sem machucar os dedos e o polimento deverá ser o mais perfeito possível, naturalmente compatível com a aplicação a qual se destina o instrumento. Por se tratar de porta-agulha com pastilha de tungstênio:- a junção entre a pastilha e o porta-agulha não deverá apresentar poros, nem falhas;- a pastilha de tungstênio não poderá descolar do porta-agulha com facilidade; - apresentar os anéis dourados para identificar que se tratam de porta-agulha com pastilha de tungstênio.  Cada peça deverá ter uma gravação eletroquímica com clara identificação do fabricante e código / lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual, Processo de Esterilização: Não estéril , Forma de apresentação: Unidade., Prazo de Validade: Indeterminado.";R$ 49.298,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 702,00;R$ 702,00;;;;;;;;;;;;;;;;;;;;
31540;"FILTRO PARA MÁSCARA PANORÂMICA FACIAL; Aplicação/finalidade: Aplicação: reposição de filtros com carvão ativado para  máscara tipo N95 ou PFF ? 2; Material/composição: Com carvão ativado; Tamanho/capacidade: único; Características: Para respiradores com certificado de aprovação (CA) do MTE; Forma de apresentação: Refil de filtro; Prazo de validade: 24 meses.";R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILTRO PARA MÁSCARA PANORÂMICA FACIAL;;;;;;;;;;;;;;;;;;;
31547;"CARTUCHO DE FILTRO PARA MÁSCARA PANORÂMICA FACIAL; Aplicação/finalidade: reposição de filtros; Material/composição: Contra vapores orgânicos e inorgânicos; Tamanho/capacidade: único; Características: Filtros com certificado de aprovação (CA) do MTE; Forma de apresentação: Refil de filtro; Prazo de validade: 24 meses; Unidade de estoque: Und.";R$ 49.811,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 189,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 189,00;CARTUCHO DE FILTRO;;;;;;;;;;;;;;;;;;;
31552;CABO DE OXÍMETRO ADULTO, para aferição de saturação arterial de oxigênio, compatível com monitor Philips IntelliVue MP20, Ref. M1191B.;R$ 41.600,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.400,00;R$ 0,00;R$ 0,00;R$ 8.400,00;CABO DE OXÍMETRO ADULTO;;;;;;;;;;;;;;;;;;;
31575;HEMOSTÁTICO ABSORVÍVEL DE BASE VEGETAL EM MALHA ENTRELAÇADA DE CELULOSE OXIDADA REGENERADA, EM TECIDO FLEXÍVEL, FINO, RESISTENTE E MALEÁVEL, COM ABSORÇÃO COMPLETA ENTRE 7 A 14 DIAS, COM PROPRIEDADES BACTERICIDAS E COMPATIBILIDADE ENDOSCÓPICA. HEMOSTASIA RÁPIDA E EFICAZ, NÃO ADERENTE A LUVAS E INSTRUMENTAIS. TAMANHO: 10,2 X 20,3 CM. ESTERIL. PRONTO PARA USO;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;HEMOSTÁTICO ABSORVÍVEL DE BASE VEGETAL EM MALHA ENTRELAÇADA DE CELULOSE OXIDADA REGENERADA;;;;;;;;;;;;;;;;;;;
31621;SACO DE HAMPER PARA COLETA DE ROUPA HOSPITALAR ? Aplicação: para uso em suporte tipo hamper, visando ao acondicionamento e transporte de roupa hospitalar suja, contaminada ou não. Cor: amarela (cor forte). Material: fabricado com resinas termoplásticas de alta resistência, não transparente. Tamanho: aproximadamente 90 cm de largura x 110 cm de altura. Capacidade: 100 a 120 litros. Características: Descartável, impermeável, com alta resistência a tração, a rasgamento e a impacto. Deve ser opaco e com baixo brilho. Lateral com solda homogênea, contínua e uniforme, proporcionando uma perfeita vedação e garantindo que não haja perda de conteúdo líquido durante o transporte/manuseio. Sem solda no fundo. Deve possuir sistema de amarração na boca, tipo cordão ou fita plástica, para fechamento rápido e seguro. Deve constar em cada saco a identificação do fabricante e símbolo de substância infectante conforme NBR 7500/ABNT. Forma de Apresentação: Embalagem primária em saco plástico com 50 unidades, e embalagem secundária em caixa de papelão com 100 unidades, dobradas individualmente e trazendo externamente os dados de identificação e procedência. Unidade de Estoque: Unidade, Unidade de fornecimento: Unidade.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SACO DE HAMPER PARA COLETA DE ROUPA HOSPITALAR ? Aplicação;;;;;;;;;;;;;;;;;;;
31635;ETIQUETA AUTOADESIVA, Cor: Vermelho, Tamanho: 2cm x 1cm com os dizeres: ATENÇÃO! MEDICAMENTO DE ALTA VIGILÂNCIA.;R$ 47.807,50;UN;NUAL;R$ 0,00;R$ 780,00;R$ 600,00;R$ 400,00;R$ 0,00;R$ 412,50;R$ 2.192,50;ETIQUETA AUTOADESIVA;;;;;;;;;;;;;;;;;;;
31636;SAPATILHA DESCARTÁVEL ANTIDERRAPANTE e IMPERMEABILIZADA em toda a sua superfície. Material: polipropileno. Características: gramatura mínima de 30g/m², resistente, com acabamento elástico que permita bom ajuste e cobertura completa do calçado até o tornozelo. Tamanho único com 35 cm de comprimento por 18 cm de altura, em embalagem com 50 pares, na cor verde ou azul. Prazo de validade: 75% do prazo total de validade do produto. Unidade de estoque: par (PAR). Unidade de fornecimento: par.;R$ 50.000,00;PAR;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SAPATILHA DESCARTÁVEL ANTIDERRAPANTE e IMPERMEABILIZADA em toda a sua superfície;;;;;;;;;;;;;;;;;;;
31637;SERINGAS VAZIAS, 200 ml para bomba injetora LF CT9000ADV, caixa contendo 50 unidades;R$ 32.450,00;CX;NUAL;R$ 0,00;R$ 0,00;R$ 11.700,00;R$ 5.850,00;R$ 0,00;R$ 0,00;R$ 17.550,00;SERINGAS VAZIAS;;;;;;;;;;;;;;;;;;;
31638;"TUBO CONECTOR/EXTENSOR de alta pressão espiralado 120 - 150 cm, de 8 fr a 12 fr; 300 PSI, caixa contendo 100 unidades. (Compatível com Injetora CT 9000 ADV).";R$ 40.000,00;CX;NUAL;R$ 0,00;R$ 0,00;R$ 10.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 10.000,00;TUBO CONECTOR/EXTENSOR de alta pressão espiralado 120 - 150 cm;;;;;;;;;;;;;;;;;;;
31643;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade: Eletrodo médico de 75 mm tipo bola de 4,76 de diâmetro. Característicasadicionais:    A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM.    ;R$ 49.757,00;UN;NFH;R$ 0,00;R$ 243,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 243,00;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31644;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade: Eletrodo médico de 75 mm tipo bola de 3,96 de diâmetro. Características adicionais:    A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM   ;R$ 49.757,00;UN;NFH;R$ 0,00;R$ 243,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 243,00;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31645;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade:Alça de LEEP retangular LRT 1015. Características adicionais:    A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31646;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição: TUNGSTÊNIO. Tamanho/Capacidade: Alça de LEEP retangular LRT 1008.  Características adicionais:A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31647;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição: TUNGSTÊNIO. Tamanho/Capacidade: Alça de LEEP meia alça LMA 808. Características adicionais: A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31648;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade: Alça de LEEP alça redonda LR 405. Característicasadicionais:    A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURISELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31649;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição: TUNGSTÊNIO. Tamanho/Capacidade: Alça de LEEP meia alça LMA 1010. Características adicionais:  A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURISELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31650;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade: Alça de LEEP meia alça LMA 1510. Características adicionais: A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM.;R$ 48.736,40;UN;NFH;R$ 0,00;R$ 1.263,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.263,60;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31651;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade Alça: de LEEP meia alça LMA 2015. Características adicionais:A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURIS ELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31652;ELETRODO DE BISTURI ELÉTRICO DESTINADO ÀS BIÓPSIAS DE COLO DO ÚTERO. Aplicação (finalidade): PRODUTO DESTINADO ÀS BIÓPSIAS E TRATAMENTO DAS LESÕES PRECURSORAS DE CÂNCER DE COLO UTERINO. SERÃO UTILIZADAS NOS AMBULATÓRIOS DE COLPOSCOPIAS E TAMBÉM EM CENTRO CIRÚRGICO PARA CIRURGIAS DE CONIZAÇÕES. Composição:TUNGSTÊNIO. Tamanho/Capacidade: Alça de LEEP meia alça LMA 2020. Características adicionais:    A HASTE DE ENCAIXE DEVE SER COMPATÍVEL COM CANETAS DE BITURISELÉTRICOS DA MARCA WEM.;R$ 49.368,20;UN;NFH;R$ 0,00;R$ 631,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 631,80;ELETRODO DE BISTURI ELETRICO;;;;;;;;;;;;;;;;;;;
31694;LÂMPADA, modelo dicroica JCDR 18 leds (220v-240v) 6000K;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;LÂMPADA DICROICA;;;;;;;;;;;;;;;;;;;
31706;MOLDES DE INCLUSÃO EM ALUMINIO PARA CASSETES - TAMANHO 30x24x5 MM;R$ 46.100,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.900,00;R$ 3.900,00;MOLDES DE INCLUSÃO ;;;;;;;;;;;;;;;;;;;
31707;"MOLDES DE INCLUSÃO EM ALUMINIO PARA CASSETES - TAMANHO 24x24x5 MM;";R$ 46.100,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.900,00;R$ 3.900,00;MOLDES DE INCLUSÃO ;;;;;;;;;;;;;;;;;;;
31708;"MOLDES DE INCLUSÃO EM ALUMINIO PARA CASSETES - - TAMANHO 15x15x5 MM;";R$ 48.050,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.950,00;R$ 1.950,00;MOLDES DE INCLUSÃO ;;;;;;;;;;;;;;;;;;;
31716;SIMETICONA EMULSAO OU SOLUÇAO OU SUSPENSAO ORAL GOTAS 75 MG/ML FRASCO 10 A 15 ML;R$ 47.864,36;FR;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.135,64;R$ 2.135,64;SIMETICONA EMULSAO OU SOLUÇAO OU SUSPENSAO ORAL GOTAS 75 MG/ML FRASCO 10 A 15 ML;;;;;;;;;;;;;;;;;;;
31725;LÂMPADAS 80W x 22.8V PARA FOCO CIRÚRGICO DE TETO DA MARCA MAQUET cód ARD569005996  ( 1 SPARE  BULB BLUE 80 IRC ( 22,8V/80W).;R$ 40.750,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.250,00;R$ 0,00;R$ 0,00;R$ 9.250,00;LÂMPADAS DE FOCO CIRÚRGICO   MARCA MAQUET cód ARD569005996  ( 1 SPARE  BULB BLUE 80 IRC ( 22;;;;;;;;;;;;;;;;;;;
31754;SENSOR DE SPO2 REUSÁVEL, ADULTO, NELLCOR. 9000-10-05161. Aplicação: monitorar saturação sanguínea em monitor de sinais vitais. Marca: MINDRAY. Material: plástico. Forma de apresentação: cabo com peça plástica 1m. Prazo de validade: indeterminado. Unidade de estoque: UM.;R$ 41.600,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8.400,00;R$ 0,00;R$ 0,00;R$ 8.400,00;SENSOR DE SPO2 REUSÁVEL;;;;;;;;;;;;;;;;;;;
31755;SENSOR DE SPO2 REUSÁVEL, NEONATAL, MULTIFUNCIONAL, NELLCOR, OXIMAX D-YS. 0010-10-12476. Aplicação: monitorar saturação sanguínea em monitor de sinais vitais. Marca: MINDRAY. Material: plástico. Forma de apresentação: cabo com peça plástica 1m. Prazo de validade: indeterminado. Unidade de estoque: UM.;R$ 41.600,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.200,00;R$ 4.200,00;R$ 0,00;R$ 8.400,00;SENSOR DE SPO2 REUSÁVEL;;;;;;;;;;;;;;;;;;;
31756;CABO EXTENSOR PARA SENSOR DE SPO2, NELLCOR. 0010-20-42712. Aplicação: utilização como cabo extensor de SPO2 para monitorar saturação sanguínea em monitor de sinais vitais. Marca: MINDRAY. Material: plástico. Forma de apresentação: cabo com peça plástica 1M. Prazo de estabilidade: indeterminado. Unidade de estoque: UM.;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CABO EXTENSOR PARA SENSOR DE SPO2;;;;;;;;;;;;;;;;;;;
