Entradas; 2.786.847,51 ;Empenhado;;;;;;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;;Responsável;;Item;;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;;Empresa;;Qtd. A;V. unitário;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
069/2020;NFH;18/03/2020;00060-00102336/2020-44;Clayton;102/2020;2;10275;4;X;X;"FLUCONAZOL SOLUCAO INJETAVEL 2 MG/ML BOLSA OU FRASCO 100 ML SISTEMA FECHADO DE INFUSAO. A bolsa ou frasco deve conter graduação volumétrica; permitir o escoamento total da solução, sem haver necessidade de entrada de ar. Conter um ou dois sítios. Se dois sítios - um autovedável e outro protegido por membrana e lacre de esterilidade para conexão do equipo, se um sítio - membrana autovedável. O sítio de conexão do equipo deve ser protegido por membrana e lacre de esterilidade, ser adaptável e moldável a qualquer equipo e não permitir sua desconexão e vazamento.";UN;50;MAFRA (703141);12.420.164/0009-04;40;12,6300000; R$505,20 ;20/03/2020;317725;20/03/2020;23/03/2020;24/03/2020;90201;13/04/2020;2;;;;;;
074/2020;NFH;24/03/2020;00060-00120047/2020-27;Clayton;113/2020;1;10277;2;X;X;"LEVOFLOXACINO SOLUÇAO INJETAVEL 500 MG/100 ML BOLSA OU FRASCO 100 ML SISTEMA FECHADO DE INFUSAO. Características Adicionais: A bolsa ou frasco deve conter graduação volumétrica; permitir o escoamento total da solução, sem haver necessidade de entrada de ar. Conter um ou dois sítios. Se dois sítios - um autovedável e outro protegido por membrana e lacre de esterilidade para conexão do equipo, se um sítio - membrana autovedável. O sítio de conexão do equipo deve ser protegido por membrana e lacre de esterilidade, ser adaptável e moldável a qualquer equipo e não permitir sua desconexão e vazamento.";UN;300;MAFRA (703141);12.420.164/0009-04;300;14,5800000; R$4.374,00 ;26/03/2020;319467;26/03/2020;26/03/2020;30/03/2020;90631;14/04/2020;2;;;;;;ENVELOPE PARA CD
098/2020;NFH;07/04/2020;00060-00145002/2020-65;Jefferson;145/2020;1;91060;2;X;X;ALGODAO HIDROFILO BRANCO 20CMX100CM EM ROLO 500G;RL;150;MAFRA (703141);12.420.164/0009-04;150;9,6200000; R$1.443,00 ;11/04/2020;324068;13/04/2020;13/04/2020;15/04/2020;98257;30/04/2020;2;;;;;;
110/2020;NFH;13/04/2020;00060-00151049/2020-68;Jefferson;162/2020;1;10275;4;X;X;"FLUCONAZOL SOLUCAO INJETAVEL 2 MG/ML BOLSA OU FRASCO 100 ML SISTEMA FECHADO DE INFUSAO. A bolsa ou frasco deve conter graduação volumétrica; permitir o escoamento total da solução, sem haver necessidade de entrada de ar. Conter um ou dois sítios. Se dois sítios - um autovedável e outro protegido por membrana e lacre de esterilidade para conexão do equipo, se um sítio - membrana autovedável. O sítio de conexão do equipo deve ser protegido por membrana e lacre de esterilidade, ser adaptável e moldável a qualquer equipo e não permitir sua desconexão e vazamento.";UN;100;MAFRA (703141);12.420.164/0009-04;100;12,4000000; R$1.240,00 ;15/04/2020;325298;15/04/2020;16/04/2020;20/04/2020;97708;29/04/2020;2;;;;;;
095/2020;NFH;07/04/2020;00060-00144086/2020-10;Bruno;149/2020;1;35897;2;X;X;AGULHA ANESTÉSICA APLICAÇÃO: ANESTESIA RAQUIDIANA, MATERIAL A AÇO INOXIDÁVEL, DIMENSÃO 27G X 3 1/2´, TIPO PONTA DE LÁPIS, ISENTO DE CORTE, COM ORIFÍCIO LATERAL, COM INTRODUTOR 22 OU 23G X 1 1/4´, CONECTOR UNIVERSAL CONECTOR LUER LOCK, COM VISOR TRANSPARENTE COM TAMPA, TIPO USO DESCARTÁVEL, ESTERELIDADE ESTÉRIL.;UN;500;MAFRA (703141);12.420.164/0009-04;500;20,2500000; R$10.125,00 ;14/04/2020;325379;16/04/2020;16/04/2020;20/04/2020;98274;30/04/2020;2;;;;;;
060/2020;NFH;04/03/2020;00060-00082957/2020-02;Robson;083/2020;4;18929;3;X;X;CLONIDINA (CLORIDRATO) SOLUÇAO INJETAVEL 150 MCG AMPOLA DE 1 ML;UN;120;MAFRA (703141);12.420.164/0009-04;120;6,7767000; R$813,20 ;17/03/2020;326964;22/04/2020;23/04/2020;28/04/2020;18106;04/06/2020;3;;;;;;
060/2020;NFH;04/03/2020;00060-00082957/2020-02;Robson;083/2020;5;90191;1;X;X;DICLOFENACO POTASSICO SOLUCAO INJETAVEL 25 MG/ML AMPOLA 3 ML;AMP;1000;MAFRA (703141);12.420.164/0009-04;600;0,6860000; R$411,60 ;17/03/2020;326974;22/04/2020;23/04/2020;28/04/2020;18024;04/06/2020;3;;;;;;MÁSCARA FACIAL VNI - Tam.: M
118/2020;NFH;20/04/2020;00060-00158192/2020-81;Clayton;181/2020;1;36552;3;X;X;CURATIVO ANTISSÉPTICO CIRCULAR PRONTO PARA USO, ESTÉRIL. Aplicação: curativo para finalização do procedimento de punção venosa ou injeções. Composição: poliéster com algodão natural e papel siliconado. Características adicionais: a embalagem do produto deverá conter o número do lote, data de fabricação, prazo de validade, composição, forma de armazenamento e procedência. Processo de esterilização: estéril. Unidade de estoque: unidade. Apresentação: caixa com 500 unidades.  ;UN;20000;MAFRA (703141);12.420.164/0009-04;20000;0,0208000; R$416,00 ;23/04/2020;327148;23/04/2020;24/04/2020;28/04/2020;18035;04/06/2020;3;;;;;;
126/2020;NFH;24/04/2020;00060-00168985/2020-16;Clayton;194/2020;1;90315;4;X;X;CEFEPIMA PO PARA SOLUCAO INJETAVEL 1 G FRASCO-AMPOLA;AMP;500;MAFRA (703141);12.420.164/0009-04;350;40,0000000; R$14.000,00 ;28/04/2020;328591;28/04/2020;29/04/2020;30/04/2020;18263;04/06/2020;3;;;;;;NITRATO DE PRATA SOLUCAO OFTALMICA 1 % FRASCO 2
125/2020;NFH;24/04/2020;00060-00168890/2020-94;Bruno;193/2020;1;90925;7;X;X;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA;AMP;300;MAFRA (703141);12.420.164/0009-04;300;12,6340000; R$3.790,20 ;28/04/2020;328699;29/04/2020;29/04/2020;30/04/2020;18208;04/06/2020;3;;;;;;AVENTAL CAPOTE CIRURGICO
122/2020;NFH;23/04/2020;00060-00164314/2020-78;Robson;192/2020;1;90861;4;X;X;NALOXONA (CLORIDRAT0) SOLUÇÃO INJETÁVEL 0,4 MG/ML AMPOLA 1 ML ;AMP;20;MAFRA (703141);12.420.164/0009-04;20;6,6990000; R$133,98 ;29/04/2020;328885;29/04/2020;30/04/2020;30/04/2020;17903;04/06/2020;3;;;;;;AVENTAL CAPOTE CIRURGICO
128/2020;NFH;04/05/2020;00060-00178725/2020-41;Robson;203/2020;1;90070;3;X;X;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML;FR;20;MAFRA (703141);12.420.164/0009-04;20;12,0000000; R$240,00 ;08/05/2020;331848;11/05/2020;12/05/2020;13/05/2020;17983;04/06/2020;3;;;;;;SAPATILHA DESCARTÁVEL
143/2020;NFH;13/05/2020;00060-00195108/2020-18;Bruno;237/2020;1;90925;7;X;X;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA;AMP;220;MAFRA (703141);12.420.164/0009-04;200;12,6340000; R$2.526,80 ;19/05/2020;334370;19/05/2020;20/05/2020;22/05/2020;30762;25/06/2020;3;;;;;;PROPANOLOL (CLORIDRATO) COMPRIMIDO 40 MG
157/2020;NFH;19/05/2020;00060-00203428/2020-41;Robson;265/2020;1;90949;6;X;X;ONDANSETRONA SOLUÇAO INJETAVEL 2 MG/ML AMPOLA 4 ML;AMP;3000;MAFRA (703141);12.420.164/0009-04;3000;1,3470000; R$4.041,00 ;22/05/2020;335382;22/05/2020;22/05/2020;27/05/2020;30806;25/06/2020;3;;;;;;BOTA SEGURANÇA 43
174/2020;NFH;22/05/2020;00060-00211140/2020-40;Jefferson;282/2020;1;90152;1;X;X;AMINOFILINA SOLUCAO INJETAVEL 24 MG/ML AMPOLA 10 ML;AMP;200;MAFRA (703141);12.420.164/0009-04;200;0,7950000; R$159,00 ;25/05/2020;336008;25/05/2020;26/05/2020;27/05/2020;30025;25/06/2020;3;;;;;;CLORETO DE SODIO SOLUÇAO INJETAVEL 20 % (3
168/2020;NFH;21/05/2020;00060-00206865/2020-16;Robson;270/2020;1;90260;4;X;X;DOBUTAMINA (CLORIDRATO) SOLUCAO INJETAVEL 12,5 MG/ML AMPOLA 20 ML;AMP;300;MAFRA (703141);12.420.164/0009-04;300;6,2400000; R$1.872,00 ;25/05/2020;336093;25/05/2020;26/05/2020;27/05/2020;30694;25/06/2020;3;;;;;;BOTA BORRACHA 36
175/2020;NFH;22/05/2020;00060-00211165/2020-43;Bruno;283/2020;1;90600;2;X;X;PROTAMINA (CLORIDRATO) SOLUÇAO INJETAVEL 10 MG/ML AMPOLA 5 ML;AMP;25;MAFRA (703141);12.420.164/0009-04;25;2,9000000; R$72,50 ;27/05/2020;337167;28/05/2020;29/05/2020;03/06/2020;29999;25/06/2020;3;;;;;;AMBROXOL XAROPE 6 MG/ML FRASCO 100 A 120 ML COM DOSEADOR
200/2020;NFH;02/06/2020;00060-00227818/2020-14;Jefferson;321/2020;1;95617;1;X;X;TUBO PORTA-LAMINAS EM POLIPROP.C/FECH.HERMET. CAP.3 LAMINAS;UN;2000;MAFRA (703141);12.420.164/0009-04;2000;0,2540000; R$508,00 ;03/06/2020;338988;04/06/2020;04/06/2020;10/06/2020;30388;25/06/2020;3;;;;;;CATETER NASAL ADULTO
186/2020;NFH;02/06/2020;00060-00224525/2020-77;Clayton;320/2020;1;90126;3;X;X;HALOPERIDOL SOLUCAO INJETAVEL 5 MG/ML AMPOLA 1 ML;AMP;200;MAFRA (703141);12.420.164/0009-04;200;1,5720000; R$314,40 ;05/06/2020;339328;05/06/2020;05/06/2020;10/06/2020;30121;25/06/2020;3;;;;;;SACARATO DE HIDROXIDO DE FERRO III SOLUÇAO INJETAVEL ENDOVENOSA 20MG/ML AMPOLA 5ML
192/2020;NFH;02/06/2020;00060-00225760/2020-66;Robson;314/2020;1;90552;2;X;X;CLORETO DE POTASSIO SOLUCAO INJETAVEL 10 % (1,34 MEQ/ML) AMPOLA 10 ML;AMP;1000;MAFRA (703141);12.420.164/0009-04;1000;0,2500000; R$250,00 ;05/06/2020;339329;05/06/2020;05/06/2020;10/06/2020;30091;25/06/2020;3;;;;;;ONDANSETRONA SOLUÇAO INJETAVEL 2 MG/ML AMPOLA 4 ML
204/2020;NFH;03/06/2020;00060-00228892/2020-40;Jefferson;329/2020;1;90315;4;X;X;CEFEPIMA PO PARA SOLUCAO INJETAVEL 1 G FRASCO-AMPOLA;AMP;1000;MAFRA (703141);12.420.164/0009-04;400;40,0000000; R$16.000,00 ;05/06/2020;339380;05/06/2020;05/06/2020;10/06/2020;30859;25/06/2020;3;;;;;;TUBO ENDOTRAQUEAL
201/2020;NFH;03/06/2020;00060-00228579/2020-10;Jefferson;326/2020;1;90255;7;X;X;BROMOPRIDA SOLUCAO INJETAVEL 5MG/ML AMPOLA 2ML;AMP;1000;MAFRA (703141);12.420.164/0009-04;1000;1,2700000; R$1.270,00 ;05/06/2020;339454;05/06/2020;08/06/2020;10/06/2020;30609;25/06/2020;3;;;;;;BORRACHA
179/2020;NFH;28/05/2020;00060-00218245/2020-20;Robson;293/2020;1;27783;1;x;x;COMPRESSA ALGODONADA PARA CURATIVO TIPO COXIM 15CM x 30CM ESTERIL. Aplicação: como cobertura primária e/ou secundária em feridas altamente exsudativas e/ou saguinolentas e para proteção de proeminências ósseas. Material: tecido de gaze 100% algodão e algodão hidrófilo. Cáracteríscias Adicionais: em 13 fios, com acabamento que não libere fiapos nem resíduos de algodãos, medindo aberta 15 cm x 60 cm, com ausência de amido, alvejante óptico, fiapos e sujidades, altamente absorvente. Embalagem com selagem que assegure a esterilidade do produto em papel grau cirúrgico, ou similar, que permita abertura e transferência em técnica asséptica, sem delaminar. Apresentação: embalagem individual acondicionadas em caixas. Unidade de estoque: Unidade (UN).  BR0283949.;UN;1500;POLARFIX (3815);02.881.877/0001-64;1500;1,0400000; R$1.560,00 ;02/06/2020;339530;22/07/2020;24/07/2020;31/07/2020;63483;18/08/2020;4;;;;;;CURATIVO ANTISSEPTICO
203/2020;NFH;03/06/2020;00060-00228791/2020-79;Robson;328/2020;1;90925;7;X;X;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA;AMP;1000;MAFRA (703141);12.420.164/0009-04;1000;12,6340000; R$12.634,00 ;09/06/2020;340231;09/06/2020;10/06/2020;12/06/2020;32479;29/06/2020;3;;;;;;
225/2020;NFH;09/06/2020;00060-00239109/2020-73;Jefferson;361/2020;1;10275;4;X;X;"FLUCONAZOL SOLUCAO INJETAVEL 2 MG/ML BOLSA OU FRASCO 100 ML SISTEMA FECHADO DE INFUSAO. A bolsa ou frasco deve conter graduação volumétrica; permitir o escoamento total da solução, sem haver necessidade de entrada de ar. Conter um ou dois sítios. Se dois sítios - um autovedável e outro protegido por membrana e lacre de esterilidade para conexão do equipo, se um sítio - membrana autovedável. O sítio de conexão do equipo deve ser protegido por membrana e lacre de esterilidade, ser adaptável e moldável a qualquer equipo e não permitir sua desconexão e vazamento.";UN;100;MAFRA (703141);12.420.164/0009-04;100;12,4000000; R$1.240,00 ;12/06/2020;341010;12/06/2020;15/06/2020;16/06/2020;32395;29/06/2020;3;;;;;;PREDNISOLONA SOLUCAO ORAL 3 MG/ML FRASCO DE 100 ML COM DOSEADOR
197/2020;NFH;02/06/2020;00060-00226031/2020-27;Robson;309/2020;1;90159;2;X;X;DILTIAZEM (CLORIDRATO) COMPRIMIDO 60 MG;CP;90;MAFRA (703141);12.420.164/0009-04;50;0,8374000; R$41,87 ;05/06/2020;341284;15/06/2020;15/06/2020;16/06/2020;32526;29/06/2020;3;;;;;;LIDOCAINA (CLORIDRATO) GELEIA 2 % BISNAGA 30 G
021/2020;NFH;29/01/2020;00060-00033242/2020-18;Jefferson;033/2020;1;25353;1;X;X;"AGULHA ANESTÉSICA PARA ELETROESTIMULAÇÃO 22G X 50MM. Aplicação: realização de bloqueio de nervo periférico com eletroestimulação. Material: cânula em aço inox revestida de teflon. Tamanho/capacidade: 22G X 50MM. Características adicionais: bisel curto (30°), com tubo de injeção de 35 cm de comprimento;  ponta tipo quincke; cabo eletrodo com encaixe perfeito; estéril; descartável. Forma de apresentação: embalagem individual em papel cirurgico de alto grau";UN;100;CEI (4067);40.175.705/0001-64;100;55,0000000; R$5.500,00 ;31/01/2020;341673;03/02/2020;07/02/2020;10/02/2020;73194;06/03/2020;2;;;;;;LUVA NITRÍLICA
242/2020;NFH;16/06/2020;00060-00251223/2020-71;Clayton;377/2020;1;95131;4;X;X;CAL SODADA, Absorvedor de CO2. Utilizado em circuito respiratório de aparelhos de anestesia. Uso exclusivo em anestesia. Composição: 97% de hidróxido de cálcio, 3% de hidróxido de sódio, 0,03% de indicador de cor e 13 a 17 % de água. Apresentado na forma de filamento poroso de 3 mm de diâmetro. Embalagem de 5 litros (4,5 KG);KG;30;MAFRA (703141);12.420.164/0009-04;27;25,9800000; R$701,46 ;17/06/2020;342616;18/06/2020;18/06/2020;22/06/2020;32450;29/06/2020;3;;;;;;CONJUNTO PARA DETERMINAÇÃO DE GAMA GLUTAMIL TRANSFERASE
238/2020;NFH;16/06/2020;00060-00250762/2020-93;Robson;381/2020;1;90005;1;X;X;VALPROATO DE SODIO COMPRIMIDO OU CAPSULA (EQUIVALENTE 250 MG ACIDO VALPROICO);UN;100;MAFRA (703141);12.420.164/0009-04;100;0,5400000; R$54,00 ;19/06/2020;343452;22/06/2020;22/06/2020;24/06/2020;32515;29/06/2020;3;;;;;;CONJUNTO PARA DETERMINAÇAO DE FOSFORO
267/2020;NFH;24/06/2020;00060-00268470/2020-15;Clayton;428/2020;1;90315;4;X;X;CEFEPIMA PO PARA SOLUCAO INJETAVEL 1 G FRASCO-AMPOLA;AMP;1000;MAFRA (703141);12.420.164/0009-04;400;40,0000000; R$16.000,00 ;29/06/2020;345789;29/06/2020;29/06/2020;30/06/2020;47224;21/07/2020;4;;;;;;LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
261/2020;NFH;24/06/2020;00060-00264931/2020-72;Jefferson;419/2020;1;5312;3;X;X;GABAPENTINA CAPSULA 300MG;CS;300;MAFRA (703141);12.420.164/0009-04;300;1,3900000; R$417,00 ;29/06/2020;346122;29/06/2020;30/06/2020;30/07/2020;45761;20/07/2020;4;;;;;;BROMOPRIDA
270/2020;NFH;24/06/2020;00060-00268679/2020-71;Bruno;431/2020;1;90255;7;X;X;BROMOPRIDA SOLUCAO INJETAVEL 5MG/ML AMPOLA 2ML;AMP;800;MAFRA (703141);12.420.164/0009-04;800;1,2300000; R$984,00 ;29/06/2020;347135;01/07/2020;02/07/2020;03/07/2020;46030;20/07/2020;4;;;;;;OXICODONA
282/2020;NFH;03/07/2020;00060-00278925/2020-01;Oberdan;465/2020;1;90070;3;X;X;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML;FR;15;MAFRA (703141);12.420.164/0009-04;15;12,0000000; R$180,00 ;14/07/2020;353683;21/07/2020;22/07/2020;23/07/2020;53923;03/08/2020;4;;;;;;LÂMINA PARA LARINGOSCÓPIO CURVA Nº 04
320/2020;NFH;17/07/2020;00060-00309072/2020-58;Robson;505/2020;1;90126;3;X;X;HALOPERIDOL SOLUCAO INJETAVEL 5 MG/ML AMPOLA 1 ML;AMP;150;MAFRA (703141);12.420.164/0009-04;150;1,6800000; R$252,00 ;31/07/2020;358645;03/08/2020;04/08/2020;12/08/2020;63301;18/08/2020;4;;;;;;CISATRACURIO (BESILATO) SOLUCAO INJETAVEL 2 MG/ML AMPOLA 5 ML
361/2020;NFH;11/08/2020;00060-00341874/2020-52;Clayton;563/2020;1;90192;1;X;X;MORFINA SOLUCAO INJETAVEL 1 MG/ML AMPOLA 2 ML;AMP;50;MAFRA (703141);12.420.164/0009-04;50;5,2000000; R$260,00 ;12/08/2020;361991;12/08/2020;13/08/2020;14/08/2020;71349;01/09/2020;5;;;;;;
341/2020;NFH;31/07/2020;00060-00326979/2020-81;Robson;542/2020;1;90925;7;X;X;CEFAZOLINA SODICA PO PARA SOLUCAO INJETAVEL 1 G FRASCO AMPOLA;AMP;1000;MAFRA (703141);12.420.164/0009-04;240;12,6700000; R$3.040,80 ;12/08/2020;361992;12/08/2020;13/08/2020;14/08/2020;71361;01/09/2020;5;;;;;;
358/2020;NFH;07/08/2020;00060-00339354/2020-80;Jefferson;561/2020;1;90950;3;X;X;ONDANSETRONA COMPRIMIDO 8 MG;CP;500;MAFRA (703141);12.420.164/0009-04;100;1,2400000; R$124,00 ;18/08/2020;363833;18/08/2020;19/08/2020;25/08/2020;91215;30/09/2020;5;;;;;;
167/2020;NUAL;07/08/2020;00060-00338553/2020-71;Robson;559/2020;1;33095;1;X;X;"FRALDA DESCARTÁVEL ADULTO XG, acima de 90 KG, Material: forro interno em falso tecido microperfurado, manta de celulose regular, com flocos absorventes, com acabamento regular, cobertura externa impermeável em polietileno, com indicador de umidade. Fita adesiva trilaminada. Uso: adulto com peso acima de 90 kg. Características Adicionais: formato anatômico proporcionando conforto e segurança aos movimentos do corpo; indicador de umidade, que muda de cor alertando para a mudança da fralda; com quatro fitas reposicionáveis para ajuste (tipo abre e fecha); cobertura interna hipoalergênica; espessa camada gel superabsorvente; barreiras antivazamento que proporcione proteção extra e evite transbordamento.  Que atenda a NBR 12005 e NBR 14797.  Tamanho da cintura: de 140 a 165 cm. Embalagem: pacotes com 07 a 20 unidades,";UN;10000;MAFRA (703141);12.420.164/0009-04;1960;1,0900000; R$2.136,40 ;20/08/2020;365045;20/08/2020;21/08/2020;21/08/2020;71357;01/09/2020;5;;;;;;
362/2020;NFH;12/08/2020;00060-00343674/2020-34;Clayton;565/2020;1;90413;3;X;X;NITROPRUSSETO DE SODIO PO LIOFILIZADO OU SOLUCAO INJETAVEL 50 MG FRASCO-AMPOLA OU AMPOLA;UN;70;MAFRA (703141);12.420.164/0009-04;70;23,2400000; R$1.626,80 ;23/09/2020;378034;23/09/2020;24/09/2020;29/09/2020;18096;11/11/2020;6;;;;;;
368/2020;NFH;12/08/2020;00060-00343900/2020-87;Clayton;569/2020;1;90590;3;X;X;SACARATO DE HIDROXIDO DE FERRO III SOLUÇAO INJETAVEL ENDOVENOSA 20MG/ML AMPOLA 5ML;AMP;900;MAFRA (703141);12.420.164/0009-04;900;9,3100000; R$8.379,00 ;23/09/2020;378136;23/09/2020;24/09/2020;29/09/2020;14546;06/11/2020;6;;;;;;
393/2020;NFH;25/08/2020;00060-00360279/2020-16;Bruno;600/2020;1;90354;7;X;X;"LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
NÂO pode ser a Lactulife da Naturelife.";FR;200;MAFRA (703141);12.420.164/0009-04;70;6,2500000; R$437,50 ;23/09/2020;378421;24/09/2020;25/09/2020;29/09/2020;14996;06/11/2020;6;;;;;;
404/2020;NFH;03/09/2020;00060-00369686/2020-99;Jefferson;615/2020;1;90552;2;X;X;CLORETO DE POTASSIO SOLUCAO INJETAVEL 10 % (1,34 MEQ/ML) AMPOLA 10 ML;AMP;900;MAFRA (703141);12.420.164/0009-04;800;0,2500000; R$200,00 ;23/09/2020;378692;24/09/2020;25/09/2020;29/09/2020;14762;06/11/2020;6;;;;;;
432/2020;NFH;15/09/2020;00060-00389761/2020-38;Bruno;633/2020;1;33227;2;X;X;VASOPRESSINA  20U/ML SOLUÇÃO INJETÁVEL AMPOLA 1 ML ;AMP;300;MAFRA (703141);12.420.164/0009-04;100;22,1190000; R$2.211,90 ;25/09/2020;379233;25/09/2020;28/09/2020;29/09/2020;18169;11/11/2020;6;;;;;;
431/2020;NFH;15/09/2020;00060-00389726/2020-19;Clayton;634/2020;1;21593;3;X;X;OXICODONA COMPRIMIDO REVESTIDO DE LIBERAÇÃO CONTROLADA 20MG;CP;150;MAFRA (703141);12.420.164/0009-04;84;13,7600000; R$1.155,84 ;28/09/2020;379810;28/09/2020;29/09/2020;01/10/2020;17524;10/11/2020;6;;;;;;
174/2020;NUAL;25/09/2020;00060-00408719/2020-23;Bruno;641/2020;1;58285;2;X;X;ELETRODO DESCARTÁVEL ADULTO PARA ECG E MONITORIZAÇÃO. Aplicação: monitoração eletrocardiográfica e realização de ECG. Material: eletrodo tamanho adulto, autoadesivo, com gel sólido, hipoalergênico e atóxico. Apresentação: Embalagem com no máximo 50 unidades, que permite validade mínima de 30 dias após a sua abertura.;UN;40000;MAFRA (703141);12.420.164/0009-04;40000;0,2900000; R$11.600,00 ;30/09/2020;380907;30/09/2020;01/10/2020;01/10/2020;14555;06/11/2020;6;;;;;;
418/2020;NFH;10/09/2020;00060-00383942/2020-51;Robson;682/2020;1;90260;4;X;X;DOBUTAMINA (CLORIDRATO) SOLUCAO INJETAVEL 12,5 MG/ML AMPOLA 20 ML;AMP;100;MAFRA (703141);12.420.164/0009-04;100;6,5000000; R$650,00 ;08/10/2020;384129;08/10/2020;09/10/2020;09/10/2020;14860;06/11/2020;6;;;;;;
475/2020;NFH;09/10/2020;00060-00432036/2020-97;Robson;696/2020;1;92408;4;X;X;"LUVA DE PROCEDIMENTO NÃO ESTÉRIL DE LÁTEX TAMANHO ""M"". Aplicação: uso em técnica não estéril como proteção do profissional. Material: látex íntegro. Tamanho: médio. Características Adicionais: ambidestra, lubrificada com pó bioabsorvível atóxico, que não cause danos ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, com látex íntegro,sem manchas, sem ponto de acúmulo látex e tamanho de acordo com a especificação, deve estar devidamente embalada de forma a permitir o empilhamento, transporte e armazenamento, a embalagem deve contero tamanho,o lote, a data de fabricação e de validade, conter número do C.A. Apresentação: embalagem contendo 100 (cem) unidades acondicionadas em caixa. Unidade De Estoque: unidade (UN), ";UN;60000;MAFRA (703141);12.420.164/0009-04;11000;0,4999000; R$5.498,90 ;21/10/2020;389571;22/10/2020;23/10/2020;04/11/2020;31433;02/12/2020;6;até R$ 5631,80;;;;;
498/2020;NFH;28/10/2020;00060-00468476/2020-82;Clayton;706/2020;1;92408;4;X;X;"LUVA DE PROCEDIMENTO NÃO ESTÉRIL DE LÁTEX TAMANHO ""M"". Aplicação: uso em técnica não estéril como proteção do profissional. Material: látex íntegro. Tamanho: médio. Características Adicionais: ambidestra, lubrificada com pó bioabsorvível atóxico, que não cause danos ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, com látex íntegro,sem manchas, sem ponto de acúmulo látex e tamanho de acordo com a especificação, deve estar devidamente embalada de forma a permitir o empilhamento, transporte e armazenamento, a embalagem deve contero tamanho,o lote, a data de fabricação e de validade, conter número do C.A. Apresentação: embalagem contendo 100 (cem) unidades acondicionadas em caixa. Unidade De Estoque: unidade (UN), ";UN;41000;MAFRA (703141);12.420.164/0009-04;8000;0,4720000; R$3.776,00 ;29/10/2020;392917;29/10/2020;30/10/2020;04/11/2020;31609;02/12/2020;6;;;;;;
012/2020;NFH;21/01/2020;00060-00024731/2020-89;Jefferson;014/2020;1;90207;6;X;X;PROPOFOL EMULSAO INJETAVEL 10 MG/ML AMPOLA 20 ML ;AMP;400;UNIÃO QUÍMICA 0009 (702665);60.665.981/0009-75;400;7,0500000; R$2.820,00 ;24/01/2020;394477;28/01/2020;03/02/2020;04/02/2020;73293;06/03/2020;2;;;;;;SOLUÇÃO LIMPADORA A BASE DE ENZIMAS
511/2020;NFH;12/11/2020;00060-00493454/2020-51;Clayton;734/2020;1;92408;4;X;X;"LUVA DE PROCEDIMENTO NÃO ESTÉRIL DE LÁTEX TAMANHO ""M"". Aplicação: uso em técnica não estéril como proteção do profissional. Material: látex íntegro. Tamanho: médio. Características Adicionais: ambidestra, lubrificada com pó bioabsorvível atóxico, que não cause danos ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, com látex íntegro,sem manchas, sem ponto de acúmulo látex e tamanho de acordo com a especificação, deve estar devidamente embalada de forma a permitir o empilhamento, transporte e armazenamento, a embalagem deve contero tamanho,o lote, a data de fabricação e de validade, conter número do C.A. Apresentação: embalagem contendo 100 (cem) unidades acondicionadas em caixa. Unidade De Estoque: unidade (UN), ";UN;35500;MAFRA (703141);12.420.164/0009-04;30000;0,5500000; R$16.500,00 ;13/11/2020;399026;13/11/2020;13/11/2020;17/11/2020;31860;03/12/2020;6;;;;;;
