Entradas; 2.786.847,51 ;Empenhado;R$ 2.786.847,50;;Saldo;;R$ 0,00;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;Nº de processo SEI;Responsável;Cotação;Item;CÓDIGO;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;Qtd. S;Empresa;Qtd. A; V. unitário ;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
135/2020;NUAL;14/07/2020;00060-00271406/2020-11;Clayton;485/2020;8;203211;2;X;X;"PINÇA ÓSSEA LAMBERT-LOWMANN 2X2 DENTES, Aplicação: Cirurgia Ortopédica,Material: Aço inoxidável AISI, Tamanho:200 mm, Características: As pontas deverão apresentar um bom acabamento superficial. Por ser composta por mais de um componente não deverá apresentar buracos, frestas ou folga quando montada; ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade. O peso deverá ser o menor possível e o polimento isento de buracos ou defeitos superficiais que possam provocar manchas ou corrosão. . Cada peça deverá ter uma gravação eletroquímica com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual. Processo de Esterilização: Não estéril, Forma de apresentação:Unidade, Prazo de validade: Indeterminado.";UN;30;*CANCELADO;;; R$-   ;15/12/2020;;;;;;;6;FALTA DE RECURSO;;;;;PINÇA ÓSSEA LAMBERT-LOWMANN 2X2 DENTES
135/2020;NUAL;14/07/2020;00060-00271406/2020-11;Clayton;485/2020;10;203213;2;X;X;"PINÇA ÓSSEA LANE, COM CREMALHEIRA, Aplicação: Cirurgia Ortopédica Material: Aço inoxidável AISI,  Tamanho: 220 mm,  Características:  As pontas deverão apresentar um bom acabamento superficial.  Por ser composta por mais de um componente não deverá apresentar buracos, frestas ou folga quando montada; ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade.  O peso deverá ser o menor possível e o polimento isento de buracos ou defeitos superficiais que possam provocar manchas ou corrosão.  Cada peça deverá ter uma gravação eletroquímica com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual.Processo de Esterilização:Não estéril";UN;5;*CANCELADO;;; R$-   ;15/12/2020;;;;;;;6;FALTA DE RECURSO;;;;;PINÇA ÓSSEA LANE
135/2020;NUAL;14/07/2020;00060-00271406/2020-11;Clayton;485/2020;11;203214;2;X;X;"PINÇA ÓSSEA LANE, COM CREMALHEIRA, Aplicação: Cirurgia Ortopédica Material: Aço inoxidável AISI,Tamanho:330 mm Características: As pontas deverão apresentar um bom acabamento superficial.  Por ser composta por mais de um componente não deverá apresentar buracos, frestas ou folga quando montada; ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade.  O peso deverá ser o menor possível e o polimento isento de buracos ou defeitos superficiais que possam provocar manchas ou corrosão.  Cada peça deverá ter uma gravação eletroquímica com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual.Processo de Esterilização:Não estéril, Forma de apresentação:Unidade";UN;5;*CANCELADO;;; R$-   ;15/12/2020;;;;;;;6;FALTA DE RECURSO;;;;;PINÇA ÓSSEA LANE
135/2020;NUAL;14/07/2020;00060-00271406/2020-11;Clayton;485/2020;12;203215;2;X;X;"PINÇA ÓSSEA LANE, SEM CREMALHEIRA, Aplicação: Cirurgia Ortopédica Material: Aço inoxidável AISI, Tamanho:330 mm Características: As pontas deverão apresentar um bom acabamento superficial.  Por ser composta por mais de um componente não deverá apresentar buracos, frestas ou folga quando montada; ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade.  O peso deverá ser o menor possível e o polimento isento de buracos ou defeitos superficiais que possam provocar manchas ou corrosão.  Cada peça deverá ter uma gravação eletroquímica com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF).  Embalagem individual.Processo de Esterilização:Não estéril,Forma de apresentação:Unidade, Prazo de validade:Indeterminado";UN;5;*CANCELADO;;; R$-   ;15/12/2020;;;;;;;6;FALTA DE RECURSO;;;;;PINÇA ÓSSEA LANE
135/2020;NUAL;14/07/2020;00060-00271406/2020-11;Clayton;485/2020;6;203096;2;X;X;PINÇAS CRILE CURVA, Aplicação: Hemostática.Material: Aço inoxidável AISITamanho: 160 mm Características adicionais: As pontas deverão ser bem delicadas, com bom acabamento, de modo a atender a finalidade a qual se destina, ou seja, hemostasia. A peça não deverá apresentar buracos, frestas ou folga no encaixe. A cremalheira deverá ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade. O funcionamento geral da peça deverá ser suave, sem raspar no encaixe, sem machucar os dedos. O polimento deverá ser o mais perfeito possível, naturalmente compatível com a aplicação que destina o instrumento. O tratamento térmico deverá ser integral a fim de conferir às peças a dureza e flexibilidades necessárias ao seu desempenho.  Cada peça deverá ter uma gravação a laser com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual.Processo de esterilização: Não estéril Forma de apresentação: Unidade,Prazo de validade: Indeterminado.;UA;130;*CANCELADO;;; R$-   ;15/12/2020;;;;;;;6;FALTA DE RECURSO;;;;;PINÇAS CRILE CURVA
135/2020;NUAL;14/07/2020;00060-00271406/2020-11;Clayton;485/2020;7;203097;2;X;X;PINÇAS CRILE RETA, Aplicação: Hemostática. Material:Aço inoxidável AISI,Tamanho: 160 mm, Características adicionais: As pontas deverão ser bem delicadas, com bom acabamento, de modo a atender a finalidade a qual se destina, ou seja, hemostasia. A peça não deverá apresentar buracos, frestas ou folga no encaixe. A cremalheira deverá ter um funcionamento suave e progressivo, sem trancos e sem escapar com facilidade. O funcionamento geral da peça deverá ser suave, sem raspar no encaixe, sem machucar os dedos. O polimento deverá ser o mais perfeito possível, naturalmente compatível com a aplicação que destina o instrumento. O tratamento térmico deverá ser integral a fim de conferir às peças a dureza e flexibilidades necessárias ao seu desempenho.  Cada peça deverá ter uma gravação a laser com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual.Processo de esterilização: Não estéril,Forma de apresentação: Unidade,Prazo de validade: Indeterminado.;UA;130;*CANCELADO;;; R$-   ;15/12/2020;;;;;;;6;FALTA DE RECURSO;;;;;PINÇAS CRILE RETA
301/2020;NFH;14/07/2020;00060-00300876/2020-91;Jefferson;486/2020;1;90106;4;X;X;AZITROMICINA COMPRIMIDO 500 MG;CP;800;MEDLIVE (701879);600; R$ 3,6980 ; R$2.218,80 ;28/07/2020;555395;30/07/2020;06/08/2020;12/08/2020;63504;18/08/2020;4;;;;;;AZITROMICINA COMPRIMIDO 500 MG
302/2020;NFH;14/07/2020;00060-00300930/2020-07;Bruno;487/2020;1;90344;2;X;X;CIPROFLOXACINO SOLUÇAO OFTALMICA 0,3 % FRASCO 5 ML;FR;5;CRISTÁLIA (114);5; R$ 15,0000 ; R$75,00 ;28/07/2020;2686313;30/07/2020;03/08/2020;12/08/2020;63295;18/08/2020;4;;;;;;CIPROFLOXACINO
303/2020;NFH;14/07/2020;00060-00300995/2020-44;Jefferson;488/2020;1;90028;5;X;X;LIDOCAINA (CLORIDRATO) GELEIA 2 % BISNAGA 30 G;BS;350;MEDLIVE (701879);350; R$ 2,8000 ; R$980,00 ;28/07/2020;555375;30/07/2020;06/08/2020;12/08/2020;63367;18/08/2020;4;;;;;;LIDOCAINA (CLORIDRATO) GELEIA 2 % BISNAGA 30 G
304/2020;NFH;14/07/2020;00060-00301116/2020-00;Robson;489/2020;1;90185;2;X;X;IVERMECTINA COMPRIMIDO 6 MG ;CP;300;TCA FARMA (3360);300; R$ 4,9500 ; R$1.485,00 ;31/07/2020;28140;04/08/2020;11/09/2020;16/09/2020;91341;30/09/2020;5;;;;;;IVERMECTINA COMPRIMIDO 6 MG 
036/2020;NECFM;14/07/2020;00060-00302276/2020-68;Robson;490/2020;1;28772;2;X;X;Gás refrigerante, tipo r-134, aplicação sistema de geladeira, apresentação cilindro;KG;0,75;LARISSA (703011);1; R$ 91,3900 ; R$91,39 ;31/07/2020;1042;10/08/2020;12/08/2020;12/08/2020;71344;01/09/2020;5;;;;;;Gás refrigerante
154/2020;NUAL;15/07/2020;00060-00305093/2020-02;Jefferson;491/2020;1;19343;4;X;X;DISCO COMPACTO, Capacidade: CD R, 700 Mb, Tempo Duração: 80 min, Características Adicionais: gravável, Unidade de Fornecimento: envelope com 1 unidade;UIN;2.500;ECOPRINT (701495);2.500; R$ 0,6990 ; R$1.747,50 ;28/07/2020;904;30/07/2020;31/07/2020;03/08/2020;63494;18/08/2020;4;;;;;;DISCO CD-R GRAVÁVEL
311/2020;NFH;15/07/2020;00060-00303338/2020-59;Robson;492/2020;1;90841;8;X;X;ATROPINA (SULFATO) SOLUÇAO OFTALMICA 1 % FRASCO 5 ML;FR;15;CITOPHARMA (701352);15; R$ 29,6800 ; R$445,20 ;31/07/2020;154616;02/10/2020;05/10/2020;07/10/2020;14982;06/11/2020;6;;;;;;ATROPINA (SULFATO) SOLUÇAO OFTALMICA 1 % FRASCO 5 ML
310/2020;NFH;15/07/2020;00060-00303304/2020-64;Bruno;493/2020;1;90342;4;X;X;ACIDO POLIACRILICO GEL LIQUIDO OFTALMICO 2 MG/G BISNAGA 10 G;BS;10;*CANCELADO;;; R$-   ;29/07/2020;;;;;;;4;DESERTO;;;;;ACIDO POLIACRILICO GEL LIQUIDO OFTALMICO 2 MG/G BISNAGA 10 G
309/2020;NFH;15/07/2020;00060-00303229/2020-31;Jefferson;494/2020;1;90354;9;X;X;"LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
NÂO pode ser a Lactulife da Naturelife.";FR;200;APOLLO (703256);200; R$ 6,3000 ; R$1.260,00 ;28/07/2020;13693;29/07/2020;30/07/2020;31/07/2020;63441;18/08/2020;4;;;;;;LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
308/2020;NFH;15/07/2020;00060-00303179/2020-92;Robson;495/2020;1;90592;4;X;X;SULFATO FERROSO DRAGEA 40 MG ;DG;3.000;MARTINS (700168);3.000; R$ 0,1440 ; R$432,00 ;31/07/2020;70704;13/08/2020;14/08/2020;18/08/2020;71350;01/09/2020;5;;;;;;SULFATO FERROSO DRAGEA 40 MG 
307/2020;NFH;15/07/2020;00060-00303135/2020-62;Jefferson;496/2020;1;90551;5;X;X;BICARBONATO DE SODIO SOLUCAO INJETAVEL 8,4 %        (1 MEQ/ML) FRASCO 250 ML;FR;100;*CANCELADO;;; R$-   ;04/08/2020;;;;;;;4;DESERTO;;;;;BICARBONATO DE SODIO SOLUCAO INJETAVEL 8
306/2020;NFH;15/07/2020;00060-00303085/2020-13;Robson;497/2020;1;90295;4;X;X;METILDOPA COMPRIMIDO REVESTIDO 250 MG;CP;500;*CANCELADO;; R$ 0,6600 ; R$-   ;31/07/2020;;;;;;;4;DESISTENCIA;;;;;METILDOPA COMPRIMIDO REVESTIDO 250 MG
305/2020;NFH;15/07/2020;00060-00303050/2020-84;Bruno;498/2020;1;90032;11;X;X;CISATRACURIO (BESILATO) SOLUCAO INJETAVEL 2 MG/ML AMPOLA 5 ML;AMP;400;CRISTÁLIA (114);400; R$ 24,5000 ; R$9.800,00 ;28/07/2020;2686162;29/07/2020;04/08/2020;12/08/2020;63787;18/08/2020;4;;;;;;CISATRACURIO (BESILATO) SOLUCAO INJETAVEL 2 MG/ML AMPOLA 5 ML
312/2020;NFH;16/07/2020;00060-00305230/2020-09;Jefferson;499/2020;1;95046;7;X;X;ALCOOL ETILICO ABSOLUTO 99,5 GL, Aplicação: fixação de material em lâminas, Características Adicionais: líquido odor agradável inflamável, Forma De Apresentação: frasco 1000ml;FR;120;MEDICINI (703641);120; R$ 6,1500 ; R$738,00 ;29/07/2020;3070;29/07/2020;30/07/2020;31/07/2020;63350;18/08/2020;4;;;;;;ALCOOL ETILICO ABSOLUTO 99
314/2020;NFH;16/07/2020;00060-00305521/2020-99;Robson;500/2020;1;95758;4;X;X;CONJUNTO PARA DETERMINAÇÃO DE GAMA GLUTAMIL TRANSFERASE. Aplicação:analise bioquimica. aracterísticas adicionais: equipamento automatizado. Forma de Apresentação:conjunto (kit). Prazo de Validade: 75% do prazo de validade do produto.;TE;2.836;LABINBRAZ (1633);2.122; R$ 1,5900 ; R$3.373,98 ;30/07/2020;154541;31/07/2020;13/08/2020;14/08/2020;71371;01/09/2020;5;O reagente deve ser compatível com o equipamento CMD800i e vir acompanhado de todos os consumíveis necessários para seu funcionamento, como detergentes, calibradores e etc.;;;;;CONJUNTO PARA DETERMINAÇÃO DE GAMA GLUTAMIL TRANSFERASE
314/2020;NFH;16/07/2020;00060-00305521/2020-99;Robson;500/2020;2;95776;3;X;X;CONJUNTO PARA DETERMINAÇAO DE CK. Aplicação:analise bioquimica. Características adicionais: equipamento automatizado. Forma de Apresentação:conjunto (kit).  Prazo de Validade: 75% do prazo de validade do produto;TE;2.286;LABINBRAZ (1633);2.286; R$ 2,7000 ; R$6.172,20 ;30/07/2020;154541;31/07/2020;13/08/2020;14/08/2020;71371;01/09/2020;5;= Item 1;;;;;CONJUNTO PARA DETERMINAÇAO DE CK
314/2020;NFH;16/07/2020;00060-00305521/2020-99;Robson;500/2020;3;95773;5;X;X;CONJUNTO PARA DETERMINAÇAO DE TGP CINETICO, AUTOMAÇAO;TE;4.287;LABINBRAZ (1633);4.287; R$ 1,8100 ; R$7.759,47 ;30/07/2020;154541;31/07/2020;13/08/2020;14/08/2020;71371;01/09/2020;5;= Item 1;;;;;CONJUNTO PARA DETERMINAÇAO DE TGP CINETICO
314/2020;NFH;16/07/2020;00060-00305521/2020-99;Robson;500/2020;4;95781;4;X;X;"CONJUNTO PARA DETERMINAÇAO DE MAGNESIO. Aplicação:analise bioquimica. Características adicionais: equipamento automatizado. Forma de Apresentação:conjunto (kit). 
Prazo de Validade: 75% do prazo de validade do produto.";TE;1.212;LABINBRAZ (1633);1.212; R$ 1,6600 ; R$2.011,92 ;30/07/2020;154541;31/07/2020;13/08/2020;14/08/2020;71371;01/09/2020;5;= Item 1;;;;;CONJUNTO PARA DETERMINAÇAO DE MAGNESIO
314/2020;NFH;16/07/2020;00060-00305521/2020-99;Robson;500/2020;5;95757;3;X;X;CONJUNTO PARA DETERMINAÇAO DE FOSFORO, AUTOMAÇAO. Aplicação:analise bioquimica. Características adicionais: equipamento automatizado. Forma de Apresentação: conjunto (kit). Prazo de Validade:75% do prazo de validade do produto.;TE;587;LABINBRAZ (1633);585; R$ 1,4800 ; R$865,80 ;30/07/2020;154541;31/07/2020;13/08/2020;14/08/2020;71371;01/09/2020;5;= Item 1;;;;;CONJUNTO PARA DETERMINAÇAO DE FOSFORO
314/2020;NFH;16/07/2020;00060-00305521/2020-99;Robson;500/2020;6;95775;4;X;X;"CONJUNTO PARA DETERMINAÇAO DE CREATININA. Aplicação:analise bioquimica. Características adicionais: equipamento automatizado. Forma de Apresentação:conjunto (kit). 
Prazo de Validade: 75% do prazo de validade do produto.";TE;3.244;LABINBRAZ (1633);3.224; R$ 2,1200 ; R$6.834,88 ;30/07/2020;154541;31/07/2020;13/08/2020;14/08/2020;71371;01/09/2020;5;= Item 1;;;;;CONJUNTO PARA DETERMINAÇAO DE CREATININA
316/2020;NFH;17/07/2020;00060-00307883/2020-14;Jefferson;501/2020;1;92401;9;X;X;LUVA CIRURGICA CONVENCIONAL Nº 7,0 EM LATEX ESTERIL. Aplicação: uso universal em procedimentos cirúrgicos ou que exijam técnica asséptica rigorosa. Material: látex íntegro, Características Adicionais: estéril, com formato, disposição e baínha anatômica, com punho longo, comprimento total da luva de no mínimo de 25 cm, lubrificadas com pó bio absorvível, atóxico, que não cause dano ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, ser antiderrapante, com látex íntegro, sem manchas, sem ponto de acúmulo de látex, dobradas de acordo com o padrão hospitalar acondicionadas em envelope interno separando as luvas direita e esquerda e devidamente identificado na parte externa. A embalagem externa deve assegurar a esterilidade do produto sob condições adequadas de manuseio e estocagem, deve permitir abertura que promova transferência asséptica sem delaminar, deve conter: o tamanho, o tipo de esterilização, o lote, a data de fabricação e validade, conter número do C.A. Apresentação: embalagem individual, acondicionada em caixa. Unidade De Estoque: par. ;PAR;5.000;CIENTÍFICA (700617);5.000; R$ 1,6500 ; R$8.250,00 ;28/07/2020;126863;29/07/2020;30/07/2020;31/07/2020;63762;18/08/2020;4;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 7
316/2020;NFH;17/07/2020;00060-00307883/2020-14;Jefferson;501/2020;2;92403;10;X;X;LUVA CIRURGICA CONVENCIONAL Nº 8,0 EM LATEX ESTERIL. Aplicação: uso universal em procedimentos cirúrgicos ou que exijam técnica asséptica rigorosa. Material: látex íntegro, Características Adicionais: estéril, com formato, disposição e baínha anatômica, com punho longo, comprimento total da luva de no mínimo de 25 cm, lubrificadas com pó bio absorvível, atóxico, que não cause dano ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, ser antiderrapante, com látex íntegro, sem manchas, sem ponto de acúmulo de látex, dobradas de acordo com o padrão hospitalar acondicionadas em envelope interno separando as luvas direita e esquerda e devidamente identificado na parte externa. A embalagem externa deve assegurar a esterilidade do produto sob condições adequadas de manuseio e estocagem, deve permitir abertura que promova transferência asséptica sem delaminar, deve conter: o tamanho, o tipo de esterilização, o lote, a data de fabricação e validade, conter número do C.A. Apresentação: embalagem individual, acondicionada em caixa. Unidade De Estoque: par. ;PAR;5.000;MEDLIVE (701879);5.000; R$ 1,3900 ; R$6.950,00 ;28/07/2020;555846;31/07/2020;06/08/2020;12/08/2020;63747;18/08/2020;4;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 8
317/2020;NFH;17/07/2020;00060-00308968/2020-10;Robson;502/2020;1;17684;6;X;X;FÓRMULA INFANTIL PARA LACTENTES, 0 À 6 MESES, Aplicação: indicada para lactentes desde o nascimento até o 6º mês de vida,  Características Adicionais: à base de leite de vaca ou de outros animais ou de uma mistura destes e/ou de outros ingredientes comprovadamente adequados para alimentação de lactentes até o sexto mês de vida, sem indicações dietoterápicas específicas. Forma de Apresentação: pó, Unidade de Estoque: grama (GR).;GR;48.000;CIENTÍFICA (700617);48.000; R$ 0,0225 ; R$1.080,00 ;31/07/2020;127315;03/08/2020;04/08/2020;12/08/2020;63390;18/08/2020;4;;;;;;FÓRMULA INFANTIL PARA LACTENTES
318/2020;NFH;17/07/2020;00060-00308994/2020-48;Bruno;503/2020;1;95461;4;X;X;"Parafina histológica, aspecto físico sólido, branca, ponto fusão 59 – 63 °c. Aplicação: Processamento de materiais de biópsias e peças cirúrgicas,para confecção de lâminas histológicas. Composição: Cera de petróleo Características adicionais: Aspecto: - Estado físico: Sólido -  Cor: Branca Odor: Baixo odor, porém característico de hidrocarbonetos. Ponto de fusão/ponto de congelamento: 59– 63 °C (ASTM D87)Ponto de fulgor: > 200 °C (ASTM D-92); Densidade relativa: 0,790 à 80°C (água como padrão) Solubilidades: - Na água: Insolúvel -Em Tolueno: aproximadamente 14g/100g de tolueno à 20 °C.Prazo de validade: No mínimo 75% da validade total registrada na embalagem do produto no momento da entrega.";BR;30;TOP DESCARTÁVEIS (703221);30; R$ 36,0000 ; R$1.080,00 ;28/07/2020;1359;07/08/2020;10/08/2020;12/08/2020;63413;18/08/2020;4;;;;;;PARAFINA HISTOLOGICA
319/2020;NFH;17/07/2020;00060-00309028/2020-48;Jefferson;504/2020;1;90271;3;X;X;PROPOFOL EMULSAO INJETAVEL 20 MG/ML FRASCO-AMPOLA 50 ML ;AMP;190;*CANCELADO;;; R$-   ;04/08/2020;;;;;;;4;DESERTO;;;;;PROPOFOL EMULSAO INJETAVEL
320/2020;NFH;17/07/2020;00060-00309072/2020-58;Robson;505/2020;1;90126;4;X;X;HALOPERIDOL SOLUCAO INJETAVEL 5 MG/ML AMPOLA 1 ML;AMP;150;MAFRA (703141);150; R$ 1,6800 ; R$252,00 ;31/07/2020;358645;03/08/2020;04/08/2020;12/08/2020;63301;18/08/2020;4;;;;;;HALOPERIDOL SOLUCAO INJETAVEL 5 MG/ML AMPOLA 1 ML
155/2020;NUAL;17/07/2020;00060-00308218/2020-48;Clayton;506/2020;4;35479;6;X;X;CAIXA ORGANIZADORA,Material: poliestireno de alta densidade e/ou polipropileno, Tamanho/Capacidade: 70 LITROS, Características Adicionais: reforçada, com tampa, empilhável, Altura: mínimo 35 cm, Largura: mínimo 35,5 cm, Comprimento: mínimo 71 cm, Cor: branca ou transparente.;UN;6;*CANCELADO;;; R$-   ;25/09/2020;;;;;;;5;Falta de Recurso na época da Cotação. Não renovaram propostas quando chegou dinheiro;;;;;CAIXA ORGANIZADORA 70L
155/2020;NUAL;17/07/2020;00060-00308218/2020-48;Clayton;506/2020;3;32097;1;X;X;CAIXA PLÁSTICA (abs e polipropileno), medidas aproximadas: 58x32x22cm. Tampa c/ espaço para sistema de trava com lacres p/ controle e rastreabilidade das caixas e medicamentos dentro do hospital. Borracha personalizada c/furos nos diâmetros dos medicamentos e identificação dos medicamentos em impressão digital colorida. Adesivos personalizados com o logotipo do hospital sobre a tampa e a numeração sequencial de cada caixa. Finalidade: para transportar e estocar medicamentos, psicotrópicos e materiais hospitalares. As divisórias da caixa devem ser removíveis e possua bandeja removível na parte inferior.;UN;6;*CANCELADO;;; R$-   ;25/09/2020;;;;;;;5;Falta de Recurso na época da Cotação. Não renovaram propostas quando chegou dinheiro;;;;;CAIXA PLÁSTICA 58x32x22cm
155/2020;NUAL;17/07/2020;00060-00308218/2020-48;Clayton;506/2020;2;30968;1;X;X;Caixa plástica branca com tampa, comprimento, largura e altura 60 x 40 x 20 cm ;UN;6;*CANCELADO;;; R$-   ;25/09/2020;;;;;;;5;Falta de Recurso na época da Cotação. Não renovaram propostas quando chegou dinheiro;;;;;CAIXA PLÁSTICA 60 x 40 x 20 cm 
